ticker,company,cik
LIDR,AEye Inc. Class A Common Stock,1818644.0
LIDRW,AEye Inc. Warrant,1818644.0
LIEN,Chicago Atlantic BDC Inc. Common Stock,1843162.0
LIF,Life360 Inc. Common Stock,1581760.0
LIFE,Ethos Technologies Inc. Class A Common Stock,1788451.0
LILA,Liberty Latin America Ltd. Class A Common Stock,1712184.0
LILAK,Liberty Latin America Ltd. Class C Common Stock,1712184.0
LIMN,Liminatus Pharma Inc. Class A Common Stock,1971387.0
LIMNW,Liminatus Pharma Inc. Warrants,1971387.0
LIN,Linde plc Ordinary Shares,1707925.0
LINC,Lincoln Educational Services Corporation Common Stock,1286613.0
LIND,Lindblad Expeditions Holdings Inc. Common Stock,1512499.0
LINE,Lineage Inc. Common Stock,1868159.0
LINK,Interlink Electronics Inc. Common Stock,828146.0
LIQT,LiqTech International Inc. Common Stock,1307579.0
LITE,Lumentum Holdings Inc. Common Stock,1633978.0
LITM,Snow Lake Resources Ltd. Common Shares,1769697.0
LITS,Lite Strategy Inc. Common Stock,1262104.0
LIVE,Live Ventures Incorporated Common Stock,1045742.0
LIVN,LivaNova PLC Ordinary Shares,1639691.0
LIXT,Lixte Biotechnology Holdings Inc. Common Stock,1335105.0
LKFN,Lakeland Financial Corporation Common Stock,721994.0
LKQ,LKQ Corporation Common Stock,1065696.0
LKSP,Lake Superior Acquisition Corp. Class A Ordinary Shares,2043508.0
LKSPR,Lake Superior Acquisition Corp. Rights,2043508.0
LKSPU,Lake Superior Acquisition Corp. Units,2043508.0
LLYVA,Liberty Live Holdings Inc. Series A Liberty Live Group Common Stock,2078416.0
LLYVK,Liberty Live Holdings Inc. Series C Liberty Live Group Common Stock,2078416.0
LMAT,LeMaitre Vascular Inc. Common Stock,1158895.0
LMB,Limbach Holdings Inc. Common Stock,1606163.0
LMFA,LM Funding America Inc. Common Stock,1640384.0
LMNR,Limoneira Co Common Stock,1342423.0
LMRI,Lumexa Imaging Holdings Inc. Common Stock,2071288.0
LNAI,Lunai Bioworks Inc. Common Stock,1527728.0
LNKB,LINKBANCORP Inc. Common Stock,1756701.0
LNKS,Linkers Industries Limited Class A Ordinary Shares,1972074.0
LNSR,LENSAR Inc. Common Stock,1320350.0
LNT,Alliant Energy Corporation Common Stock,352541.0
LNTH,Lantheus Holdings Inc. Common Stock,1521036.0
LNZA,LanzaTech Global Inc. Common Stock,1843724.0
LNZAW,LanzaTech Global Inc. Warrant,1843724.0
LOAN,Manhattan Bridge Capital Inc,1080340.0
LOBO,LOBO TECHNOLOGIES LTD. Class A Ordinary Shares,1932072.0
LOCO,El Pollo Loco Holdings Inc. Common Stock,1606366.0
LOGI,Logitech International S.A. Ordinary Shares,1032975.0
LOKV,Live Oak Acquisition Corp. V Class A Ordinary Shares,2048951.0
LOKVU,Live Oak Acquisition Corp. V Units,2048951.0
LOKVW,Live Oak Acquisition Corp. V Warrants,2048951.0
LONA,LeonaBio Inc. Common Stock,1620463.0
LOOP,Loop Industries Inc. Common Stock,1504678.0
LOPE,Grand Canyon Education Inc. Common Stock,1434588.0
LOT,Lotus Technology Inc. American Depositary Shares,1962746.0
LOTWW,Lotus Technology Inc. Warrants,1962746.0
LOVE,The Lovesac Company Common Stock,1701758.0
LPAA,Launch One Acquisition Corp. Class A Ordinary shares,2015502.0
LPAAW,Launch One Acquisition Corp. Warrant,2015502.0
LPBB,Launch Two Acquisition Corp. Class A Ordinary Shares,2023676.0
LPBBW,Launch Two Acquisition Corp. Warrant,2023676.0
LPCN,Lipocine Inc. Common Stock,1535955.0
LPCV,Launchpad Cadenza Acquisition Corp I Class A Ordinary Share,2083728.0
LPCVU,Launchpad Cadenza Acquisition Corp I Unit,2083728.0
LPLA,LPL Financial Holdings Inc. Common Stock,1397911.0
LPRO,Open Lending Corporation Common Stock,1806201.0
LPSN,LivePerson Inc. Common Stock,1102993.0
LPTH,LightPath Technologies Inc. Class A Common Stock,889971.0
LQDA,Liquidia Corporation Common Stock,1819576.0
LQDT,Liquidity Services Inc. Common Stock,1235468.0
LRCX,Lam Research Corporation Common Stock,707549.0
LRE,Lead Real Estate Co. Ltd American Depositary Shares,1888980.0
LRHC,La Rosa Holdings Corp. Common Stock,1879403.0
LRMR,Larimar Therapeutics Inc. Common Stock,1374690.0
LSAK,Lesaka Technologies Inc. Common Stock,1041514.0
LSBK,Lake Shore Bancorp Inc. Common Stock,2059653.0
LSCC,Lattice Semiconductor Corporation Common Stock,855658.0
LSE,Leishen Energy Holding Co. Ltd. Class A Ordinary Shares,1985139.0
LSH,Lakeside Holding Limited Common Stock,1996192.0
LSTA,Lisata Therapeutics Inc. Common Stock,320017.0
LSTR,Landstar System Inc. Common Stock,853816.0
LTBR,Lightbridge Corporation Common Stock,1084554.0
LTRN,Lantern Pharma Inc. Common Stock,1763950.0
LTRX,Lantronix Inc. Common Stock,1114925.0
LTRYW,Sports Entertainment Gaming Global Corporation Warrants,1673481.0
LUCD,Lucid Diagnostics Inc. Common Stock,1799011.0
LUCY,Innovative Eyewear Inc. Common Stock,1808377.0
LULU,lululemon athletica inc. Common Stock,1397187.0
LUNG,Pulmonx Corporation Common Stock,1127537.0
LUNR,Intuitive Machines Inc. Class A Common Stock,1844452.0
LVLU,Lulu's Fashion Lounge Holdings Inc. Common Stock,1780201.0
LVO,LiveOne Inc. Common Stock,1491419.0
LWAC,LightWave Acquisition Corp. Class A Ordinary Shares,2061379.0
LWACW,LightWave Acquisition Corp. Warrants,2061379.0
LWAY,Lifeway Foods Inc. Common Stock,814586.0
LWLG,Lightwave Logic Inc. Common Stock,1325964.0
LX,LexinFintech Holdings Ltd. American Depositary Shares,1708259.0
LXEH,Lixiang Education Holding Co. Ltd. American Depositary Shares,1814067.0
LXEO,Lexeo Therapeutics Inc. Common Stock,1907108.0
LXRX,Lexicon Pharmaceuticals Inc. Common Stock,1062822.0
LYEL,Lyell Immunopharma Inc. Common Stock,1806952.0
LYFT,Lyft Inc. Class A Common Stock,1759509.0
LYRA,Lyra Therapeutics Inc. Common Stock,1327273.0
LYTS,LSI Industries Inc. Common Stock,763532.0
LZ,LegalZoom.com Inc. Common Stock,1286139.0
LZMH,LZ Technology Holdings Limited Class B Ordinary Shares,1967397.0
MAAS,Maase Inc. Class A Ordinary Shares,1750264.0
MACI,Melar Acquisition Corp. I Class A Ordinary Shares,2016221.0
MACIU,Melar Acquisition Corp. I Unit,2016221.0
MACIW,Melar Acquisition Corp. I Warrant,2016221.0
MAMA,Mama's Creations Inc. Common Stock,1520358.0
MAMO,Massimo Group Common Stock,1952853.0
MANH,Manhattan Associates Inc. Common Stock,1056696.0
MAPS,WM Technology Inc. Class A Common Stock,1779474.0
MAPSW,WM Technology Inc. Warrants,1779474.0
MAR,Marriott International Class A Common Stock,1048286.0
MARA,MARA Holdings Inc. Common Stock,1507605.0
MARPS,Marine Petroleum Trust Units of Beneficial Interest,62362.0
MASI,Masimo Corporation Common Stock,937556.0
MASK,3 E Network Technology Group Ltd Class A Ordinary Shares,1993097.0
MASS,908 Devices Inc. Common Stock,1555279.0
MAT,Mattel Inc. Common Stock,63276.0
MATH,Metalpha Technology Holding Limited Ordinary Shares,1682241.0
MATW,Matthews International Corporation Class A Common Stock,63296.0
MAXN,Maxeon Solar Technologies Ltd. Ordinary Shares,1796898.0
MAYS,J. W. Mays Inc. Common Stock,54187.0
MAZE,Maze Therapeutics Inc. Common Stock,1842295.0
MB,MasterBeef Group Ordinary Shares,2027265.0
MBAI,Check-Cap Ltd. Ordinary Share,1610590.0
MBAV,M3-Brigade Acquisition V Corp. Class A Ordinary shares,2016072.0
MBAVW,M3-Brigade Acquisition V Corp. Warrant,2016072.0
MBBC,Marathon Bancorp Inc. Common Stock,1835385.0
MBIN,Merchants Bancorp Common Stock,1629019.0
MBINL,Merchants Bancorp Depositary Shares Each Representing a 1/40thInterest in a Share of 7.25% Fixed Rate Series E Non-CumulativePerpetual Preferred Stock without par value,1629019.0
MBINM,Merchants Bancorp Depositary Shares Each Representing a 1/40th Interest in a Share of 8.25% Fixed-Rate Reset Series D Non-Cumulative Perpetual Preferred Stock,1629019.0
MBINN,Merchants Bancorp Depositary Shares Preferred Series C,1629019.0
MBIO,Mustang Bio Inc. Common Stock,1680048.0
MBLY,Mobileye Global Inc. Class A Common Stock,1910139.0
MBNKO,Medallion Bank Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series G par value $1.00 per share,1000209.0
MBOT,Microbot Medical Inc. Common Stock,883975.0
MBRX,Moleculin Biotech Inc. Common Stock,1659617.0
MBUU,Malibu Boats Inc. Class A Common Stock,1590976.0
MBVI,M3-Brigade Acquisition VI Corp. Class A Ordinary Shares,2073928.0
MBVIW,M3-Brigade Acquisition VI Corp. Warrant,2073928.0
MBWM,Mercantile Bank Corporation Common Stock,1042729.0
MBX,MBX Biosciences Inc. Common Stock,1776111.0
MCBS,MetroCity Bankshares Inc. Common Stock,1747068.0
MCFT,MasterCraft Boat Holdings Inc. Common Stock,1638290.0
MCGA,Yorkville Acquisition Corp. Class A Ordinary Share,2064658.0
MCGAU,Yorkville Acquisition Corp. Unit,2064658.0
MCGAW,Yorkville Acquisition Corp. Warrant,2064658.0
MCHB,Mechanics Bancorp Class A Common Stock,1518715.0
MCHP,Microchip Technology Incorporated Common Stock,827054.0
MCHPP,Microchip Technology Incorporated Depositary Shares Each Representing a 1/20th Interest in a Share of 7.50% Series A Mandatory Convertible Preferred Stock,827054.0
MCHX,Marchex Inc. Class B Common Stock,1224133.0
MCRB,Seres Therapeutics Inc. Common Stock,1609809.0
MCRI,Monarch Casino & Resort Inc. Common Stock,907242.0
MCW,Mister Car Wash Inc. Common Stock,1853513.0
MDAI,Spectral AI Inc. Class A Common Stock,1833498.0
MDAIW,Spectral AI Inc. Warrants,1833498.0
MDB,MongoDB Inc. Class A Common Stock,1441816.0
MDBH,MDB Capital Holdings LLC Class A common,1934642.0
MDCX,Medicus Pharma Ltd. Common Stock,1997296.0
MDCXW,Medicus Pharma Ltd. Warrant,1997296.0
MDGL,Madrigal Pharmaceuticals Inc. Common Stock,1157601.0
MDIA,Mediaco Holding Inc. Class A Common Stock,1784254.0
MDLN,Medline Inc. Class A Common Stock,2046386.0
MDLZ,Mondelez International Inc. Class A Common Stock,1103982.0
MDRR,Medalist Diversified Inc. Common Stock,1654595.0
MDWD,MediWound Ltd. Ordinary Shares,1593984.0
MDXG,MiMedx Group Inc Common Stock,1376339.0
MDXH,MDxHealth SA Ordinary Shares,1872529.0
MEDP,Medpace Holdings Inc. Common Stock,1668397.0
MEGL,Magic Empire Global Limited Class A Ordinary Shares,1881472.0
MEHA,Functional Brands Inc. Common Stock,1837254.0
MELI,MercadoLibre Inc. Common Stock,1099590.0
MENS,Jyong Biotech Ltd. Ordinary Shares,1954488.0
MEOH,Methanex Corporation Common Stock,886977.0
MERC,Mercer International Inc. Common Stock,1333274.0
MESH,Meshflow Acquisition Corp. Class A Ordinary Shares,2081468.0
MESHU,Meshflow Acquisition Corp. Units,2081468.0
MESO,Mesoblast Limited American Depositary Shares,1345099.0
META,Meta Platforms Inc. Class A Common Stock,1326801.0
METC,Ramaco Resources Inc. Class A Common Stock,1687187.0
METCB,Ramaco Resources Inc. Class B Common Stock,1687187.0
METCI,Ramaco Resources Inc. 8.250% Senior Notes due 2030,1687187.0
METCZ,Ramaco Resources Inc. 8.375% Senior Notes due 2029,1687187.0
MEVO,M Evo Global Acquisition Corp II Class A Ordinary Shares,2087361.0
MEVOU,M Evo Global Acquisition Corp II Units,2087361.0
MEVOW,M Evo Global Acquisition Corp II Warrants,2087361.0
MFI,mF International Limited Class A Ordinary Shares,1940941.0
MFIC,MidCap Financial Investment Corporation Common Stock,1278752.0
MFICL,MidCap Financial Investment Corporation 8.00% Notes due 2028,1278752.0
MFIN,Medallion Financial Corp. Common Stock,1000209.0
MGEE,MGE Energy Inc,1161728.0
MGIH,Millennium Group International Holdings Limited Ordinary Shares,1903995.0
MGN,Megan Holdings Limited Class A Ordinary Shares,1995075.0
MGNI,Magnite Inc. Common Stock,1595974.0
MGNX,MacroGenics Inc. Common Stock,1125345.0
MGPI,MGP Ingredients Inc.,835011.0
MGRC,McGrath RentCorp Common Stock,752714.0
MGRT,Mega Fortune Company Limited Ordinary Shares,2033377.0
MGRX,Mangoceuticals Inc. Common Stock,1938046.0
MGTX,MeiraGTx Holdings plc Ordinary Shares,1735438.0
MGX,Metagenomi Therapeutics Inc. Common Stock,1785279.0
MGYR,Magyar Bancorp Inc. Common Stock,1337068.0
MIDD,Middleby Corporation (The) Common Stock,769520.0
MIGI,Mawson Infrastructure Group Inc. Common Stock,1218683.0
MIMI,Mint Incorporation Limited Class A Ordinary Shares,1998560.0
MIND,MIND Technology Inc. Common Stock (DE),926423.0
MIRA,MIRA Pharmaceuticals Inc. Common Stock,1904286.0
MIRM,Mirum Pharmaceuticals Inc. Common Stock,1759425.0
MIST,Milestone Pharmaceuticals Inc. Common Shares,1408443.0
MITK,Mitek Systems Inc. Common Stock,807863.0
MKDW,MKDWELL Tech Inc. Ordinary Share,1991332.0
MKDWW,MKDWELL Tech Inc. Warrants,1991332.0
MKLY,McKinley Acquisition Corporation Class A Ordinary Shares,2067592.0
MKLYR,McKinley Acquisition Corporation Rights,2067592.0
MKSI,MKS Inc. Common Stock,1049502.0
MKTW,MarketWise Inc. Class A Common Stock,1805651.0
MKTX,MarketAxess Holdings Inc. Common Stock,1278021.0
MKZR,MacKenzie Realty Capital Inc. Common Stock,1550913.0
MLAAU,Mountain Lake Acquisition Corp. II Units,2094265.0
MLAB,Mesa Laboratories Inc. Common Stock,724004.0
MLAC,Mountain Lake Acquisition Corp. Class A Ordinary Shares,2029492.0
MLACR,Mountain Lake Acquisition Corp. Right,2029492.0
MLCI,Mount Logan Capital Inc. Common Stock,2051820.0
MLCIL,Mount Logan Capital Inc. 8.00% Notes Due 2031,2051820.0
MLCO,Melco Resorts & Entertainment Limited American Depositary Shares,1381640.0
MLEC,Moolec Science SA Ordinary Shares,1937737.0
MLECW,Moolec Science SA Warrant,1937737.0
MLGO,MicroAlgo Inc. Class A Ordinary Shares,1800392.0
MLKN,MillerKnoll Inc. Common Stock,66382.0
MLTX,MoonLake Immunotherapeutics Class A Ordinary Shares,1821586.0
MLYS,Mineralys Therapeutics Inc. Common Stock,1933414.0
MMED,MiniMed Group Inc. Common Stock,2062583.0
MMLP,Martin Midstream Partners L.P. Limited Partnership,1176334.0
MMSI,Merit Medical Systems Inc. Common Stock,856982.0
MMTXU,Miluna Acquisition Corp Units,2077033.0
MMYT,MakeMyTrip Limited Ordinary Shares,1495153.0
MNDO,MIND C.T.I. Ltd. Ordinary Shares,1119083.0
MNDR,Mobile-health Network Solutions Class A Ordinary Shares,1976695.0
MNDY,monday.com Ltd. Ordinary Shares,1845338.0
MNKD,MannKind Corporation Common Stock,899460.0
MNOV,Medicinova Inc Common Stock,1226616.0
MNPR,Monopar Therapeutics Inc. Common Stock,1645469.0
MNRO,Monro Inc. Common Stock,876427.0
MNSB,MainStreet Bancshares Inc. Common Stock,1693577.0
MNSBP,MainStreet Bancshares Inc. Depositary Shares,1693577.0
MNST,Monster Beverage Corporation,865752.0
MNTK,Montauk Renewables Inc. Common Stock,1826600.0
MNTS,Momentus Inc. Class A Common Stock,1781162.0
MNTSW,Momentus Inc. Warrant,1781162.0
MNY,MoneyHero Limited Class A Ordinary Shares,1974044.0
MNYWW,MoneyHero Limited Warrants,1974044.0
MOB,Mobilicom Limited Ordinary Shares,1898643.0
MOBBW,Mobilicom Limited Warrants,1898643.0
MOBX,Mobix Labs Inc. Class A Common Stock,1855467.0
MOBXW,Mobix Labs Inc Warrants,1855467.0
MODD,Modular Medical Inc. Common Stock,1074871.0
MOLN,Molecular Partners AG American Depositary Shares,1745114.0
MOMO,Hello Group Inc. American Depositary Shares,1610601.0
MORN,Morningstar Inc. Common Stock,1289419.0
MOVE,Movano Inc. Common Stock,1734750.0
MPAA,Motorcar Parts  of America Inc. Common Stock,918251.0
MPB,Mid Penn Bancorp Common Stock,879635.0
MPLT,MapLight Therapeutics Inc. Common Stock,1770069.0
MPWR,Monolithic Power Systems Inc. Common Stock,1280452.0
MQ,Marqeta Inc. Class A Common Stock,1522540.0
MRAM,Everspin Technologies Inc. Common Stock,1438423.0
MRBK,Meridian Corporation Common Stock,1750735.0
MRCC,Monroe Capital Corporation Common Stock,1512931.0
MRCY,Mercury Systems Inc Common Stock,1049521.0
MRDN,Meridian Holdings Inc. Common Stock,
MREO,Mereo BioPharma Group plc American Depositary Shares,1719714.0
MRKR,Marker Therapeutics Inc. Common Stock,1094038.0
MRM,MEDIROM Healthcare Technologies Inc. American Depositary Share,1819704.0
MRNA,Moderna Inc. Common Stock,1682852.0
MRNO,Murano Global Investments PLC Ordinary Shares,1988776.0
MRNOW,Murano Global Investments PLC Warrants,1988776.0
MRTN,Marten Transport Ltd. Common Stock,799167.0
MRVI,Maravai LifeSciences Holdings Inc. Class A Common Stock,1823239.0
MRVL,Marvell Technology Inc. Common Stock,1835632.0
MRX,Marex Group plc Ordinary Shares,1997464.0
MSAI,MultiSensor AI Holdings Inc. Common Stock,1863990.0
MSAIW,MultiSensor AI Holdings Inc. Warrant,1863990.0
MSBI,Midland States Bancorp Inc. Common Stock,1466026.0
MSBIP,Midland States Bancorp Inc. Depositary Shares Each Representing a 1/40th Interest in a Share of 7.750% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series A,1466026.0
MSEX,Middlesex Water Company Common Stock,66004.0
MSFT,Microsoft Corporation Common Stock,789019.0
MSGM,Motorsport Games Inc. Class A Common Stock,1821175.0
MSGY,Masonglory Limited Ordinary Shares,2020228.0
MSLE,Satellos Bioscience Inc. Common Stock,1421642.0
MSS,Maison Solutions Inc. Class A Common Stock,1892292.0
MSTR,Strategy Inc Common Stock Class A,1050446.0
MSW,Ming Shing Group Holdings Limited Ordinary Shares,1956166.0
MTC,MMTec Inc. Common Shares,1742518.0
MTCH,Match Group Inc. Common Stock,891103.0
MTEK,Maris-Tech Ltd. Ordinary Shares,1872964.0
MTEKW,Maris-Tech Ltd. Warrants,1872964.0
MTEN,Mingteng International Corporation Inc. Class A Ordinary Shares,1948099.0
MTEX,Mannatech Incorporated Common Stock,1056358.0
MTLS,Materialise NV American Depositary Shares,1091223.0
MTRX,Matrix Service Company Common Stock,866273.0
MTSI,MACOM Technology Solutions Holdings Inc. Common Stock,1493594.0
MTVA,MetaVia Inc. Common Stock,1638287.0
MU,Micron Technology Inc. Common Stock,723125.0
MUZEU,Muzero Acquisition Corp Unit,2093484.0
MVBF,MVB Financial Corp. Common Stock,1277902.0
MVIS,MicroVision Inc. Common Stock,65770.0
MVST,Microvast Holdings Inc. Common Stock,1760689.0
MVSTW,Microvast Holdings Inc. Warrants,1760689.0
MWH,SOLV Energy Inc. Class A Common Stock,2065636.0
MWYN,Marwynn Holdings Inc. Common stock,2030522.0
MXCT,MaxCyte Inc. Common Stock,1287098.0
MXL,MaxLinear Inc. Common Stock,1288469.0
MYFW,First Western Financial Inc. Common Stock,1327607.0
MYGN,Myriad Genetics Inc. Common Stock,899923.0
MYNZ,Mainz Biomed N.V. Ordinary Shares,1874252.0
MYPS,PLAYSTUDIOS Inc.  Class A Common Stock,1823878.0
MYPSW,PLAYSTUDIOS Inc. Warrant,1823878.0
MYRG,MYR Group Inc. Common Stock,700923.0
MYSE,Myseum Inc. Common Stock,1648960.0
MYSZ,My Size Inc. Common Stock,1211805.0
MZTI,The Marzetti Company Common Stock,57515.0
NA,Nano Labs Ltd Class A Ordinary Shares,1872302.0
NAAS,NaaS Technology Inc. American Depositary Shares,1712178.0
NAGE,Niagen Bioscience Inc. Common Stock,1386570.0
NAII,Natural Alternatives International Inc. Common Stock,787253.0
NAKA,Nakamoto Inc. Common Stock,1946573.0
NAMI,Jinxin Technology Holding Company American Depositary Shares,1967631.0
NAMM,Namib Minerals Ordinary Shares,2026514.0
NAMMW,Namib Minerals Warrants,2026514.0
NAMS,NewAmsterdam Pharma Company N.V. Ordinary Shares,1936258.0
NAMSW,NewAmsterdam Pharma Company N.V. Warrant,1936258.0
NATH,Nathan's Famous Inc. Common Stock,69733.0
NATR,Nature's Sunshine Products Inc. Common Stock,275053.0
NAUT,Nautilus Biotechnology Inc. Common Stock,1808805.0
NAVI,Navient Corporation Common Stock,1593538.0
NAVN,Navan Inc. Class A Common Stock,1639723.0
NB,NioCorp Developments Ltd. Common Stock,1512228.0
NBBK,NB Bancorp Inc. Common Stock,1979330.0
NBIS,Nebius Group N.V. Class A Ordinary Shares,1513845.0
NBIX,Neurocrine Biosciences Inc. Common Stock,914475.0
NBN,Northeast Bank Common Stock,
NBP,NovaBridge Biosciences American Depositary Shares,1778016.0
NBTB,NBT Bancorp Inc. Common Stock,790359.0
NBTX,Nanobiotix S.A. American Depositary Shares,1760854.0
NCEL,NewcelX Ltd. Ordinary Shares,1783036.0
NCEW,New Century Logistics (BVI) Limited Ordinary Shares,1968043.0
NCI,Neo-Concept International Group Holdings Limited Class A Ordinary Shares,1916331.0
NCMI,National CineMedia Inc. Common Stock,1377630.0
NCNA,NuCana plc American Depositary Share,1709626.0
NCNO,nCino Inc. Common Stock,1902733.0
NCPL,Netcapital Inc. Common Stock,1414767.0
NCPLW,Netcapital Inc. Warrants,1414767.0
NCRA,Nocera Inc. Common Stock,1756180.0
NCSM,NCS Multistage Holdings Inc. Common Stock,1692427.0
NCT,Intercont (Cayman) Limited Class A Ordinary shares,2018529.0
NCTY,The9 Limited American Depository Shares,1296774.0
NDLS,Noodles & Company Class A Common Stock,1275158.0
NDRA,ENDRA Life Sciences Inc. Common Stock,1681682.0
NDSN,Nordson Corporation Common Stock,72331.0
NECB,NorthEast Community Bancorp Inc. Common Stock,1847398.0
NEGG,Newegg Commerce Inc. Common Shares,1474627.0
NEO,NeoGenomics Inc. Common Stock,1077183.0
NEOG,Neogen Corporation Common Stock,711377.0
NEON,Neonode Inc. Common Stock,87050.0
NEOV,NeoVolta Inc. Common Stock,1748137.0
NEOVW,NeoVolta Inc. Warrant,1748137.0
NEPH,Nephros Inc. Common Stock,1196298.0
NERV,Minerva Neurosciences Inc Common Stock,1598646.0
NESR,National Energy Services Reunited Corp Ordinary Shares,1698514.0
NEUP,Neuphoria Therapeutics Inc. Common Stock,1191070.0
NEWT,NewtekOne Inc. Common Stock,1587987.0
NEWTG,NewtekOne Inc. 8.50% Fixed Rate Senior Notes due 2029,1587987.0
NEWTH,NewtekOne Inc. 8.625% Fixed Rate Senior Notes due 2029,1587987.0
NEWTI,NewtekOne Inc. 8.00% Fixed Rate Senior Notes due 2028,1587987.0
NEWTO,NewtekOne Inc. 8.50% Fixed Rate Senior Notes due 2031,1587987.0
NEWTP,NewtekOne Inc. Depositary Shares Non-Cumulative Perpetual Preferred Stock Series B,1587987.0
NEXM,NexMetals Mining Corp. Common Shares,795800.0
NEXN,Nexxen International Ltd. Ordinary Shares,1849396.0
NEXT,NextDecade Corporation Common Stock,1612720.0
NFBK,Northfield Bancorp Inc. Common Stock (Delaware),1493225.0
NFE,New Fortress Energy Inc. Class A Common Stock,1749723.0
NFLX,Netflix Inc. Common Stock,1065280.0
NGEN,NervGen Pharma Corp. Common stock,1751912.0
NGNE,Neurogene Inc. Common Stock,1404644.0
NHIC,NewHold Investment Corp III Class A Ordinary Shares,2043699.0
NHICW,NewHold Investment Corp III Warrants,2043699.0
NHPAP,National Healthcare Properties Inc. 7.375% Series A Cumulative Redeemable Perpetual Preferred Stock,1561032.0
NHPBP,National Healthcare Properties Inc. 7.125% Series B Cumulative Redeemable Perpetual Preferred Stock,1561032.0
NHTC,Natural Health Trends Corp. Common Stock,912061.0
NICE,NICE Ltd American Depositary Shares,1003935.0
NIOBW,NioCorp Developments Ltd. Warrant,1512228.0
NIPG,NIP Group Inc. American Depositary Shares,1966233.0
NIU,Niu Technologies American Depositary Shares,1744781.0
NIVF,NewGenIvf Group Limited Class A Ordinary Shares,1981662.0
NIXX,Nixxy Inc. Common Stock,1462223.0
NKLR,Terra Innovatum Global N.V. Ordinary shares,2067627.0
NKSH,National Bankshares Inc. Common Stock,796534.0
NKTR,Nektar Therapeutics  Common Stock,906709.0
NKTX,Nkarta Inc. Common Stock,1787400.0
NMFC,New Mountain Finance Corporation Common Stock,1496099.0
NMFCZ,New Mountain Finance Corporation 8.250% Notes due 2028,1496099.0
NMIH,NMI Holdings Inc. Common Stock,1547903.0
NMP,NMP Acquisition Corp. Class A Ordinary Shares,2054876.0
NMPAR,NMP Acquisition Corp. Right,2054876.0
NMPAU,NMP Acquisition Corp. Units,2054876.0
NMRA,Neumora Therapeutics Inc. Common Stock,1885522.0
NMRK,Newmark Group Inc. Class A Common Stock,1690680.0
NMTC,NeuroOne Medical Technologies Corporation Common Stock,1500198.0
NN,NextNav Inc. Common Stock,1865631.0
NNAVW,NextNav Inc. Warrant,1865631.0
NNBR,NN Inc. Common Stock,918541.0
NNDM,Nano Dimension Ltd. American Depositary Shares,1643303.0
NNE,Nano Nuclear Energy Inc. Common Stock,1923891.0
NNNN,Anbio Biotechnology Class A Ordinary Shares,1982708.0
NNOX,NANO-X IMAGING LTD Ordinary Shares,1795251.0
NODK,NI Holdings Inc. Common Stock,1681206.0
NOEM,CO2 Energy Transition Corp. Common Stock,1956648.0
NOEMR,CO2 Energy Transition Corp. Right,1956648.0
NOEMW,CO2 Energy Transition Corp. Warrant,1956648.0
NOMA,NOMADAR Corp. Class A Common Stock,1994214.0
NOTV,Inotiv Inc. Common Stock,720154.0
NOVT,Novanta Inc. Common Stock,1076930.0
NOVTU,Novanta Inc. Tangible Equity Units,1076930.0
NPAC,New Providence Acquisition Corp. III Class A Ordinary Shares,2048948.0
NPACU,New Providence Acquisition Corp. III Units,2048948.0
NPACW,New Providence Acquisition Corp. III Warrants,2048948.0
NPCE,Neuropace Inc. Common Stock,1528287.0
NPT,Texxon Holding Limited Ordinary shares,2014337.0
NRC,National Research Corporation Common Stock (Delaware),70487.0
NRDS,NerdWallet Inc. Class A Common Stock,1625278.0
NRIM,Northrim BanCorp Inc Common Stock,1163370.0
NRIX,Nurix Therapeutics Inc. Common stock,1549595.0
NRSN,NeuroSense Therapeutics Ltd. Ordinary Shares,1875091.0
NRSNW,NeuroSense Therapeutics Ltd. Warrant,1875091.0
NRXP,NRX Pharmaceuticals Inc. Common Stock,1719406.0
NRXPW,NRX Pharmaceuticals Inc. Warrant,1719406.0
NSIT,Insight Enterprises Inc. Common Stock,932696.0
NSPR,InspireMD Inc. Common Stock,1433607.0
NSSC,NAPCO Security Technologies Inc. Common Stock,69633.0
NSTS,NSTS Bancorp Inc. Common Stock,1881592.0
NSYS,Nortech Systems Incorporated Common Stock,722313.0
NTAP,NetApp Inc. Common Stock,1002047.0
NTCL,NETCLASS TECHNOLOGY INC Class A Ordinary Shares,1927578.0
NTCT,NetScout Systems Inc. Common Stock,1078075.0
NTES,NetEase Inc. American Depositary Shares,1110646.0
NTGR,NETGEAR Inc. Common Stock,1122904.0
NTHI,NeOnc Technologies Holdings Inc. Common Stock,1979414.0
NTIC,Northern Technologies International Corporation Common Stock,875582.0
NTLA,Intellia Therapeutics Inc. Common Stock,1652130.0
NTNX,Nutanix Inc. Class A Common Stock,1618732.0
NTRA,Natera Inc. Common Stock,1604821.0
NTRB,Nutriband Inc. Common Stock,1676047.0
NTRBW,Nutriband Inc. Warrant,1676047.0
NTRP,NextTrip Inc. Common Stock,788611.0
NTRS,Northern Trust Corporation Common Stock,73124.0
NTRSO,Northern Trust Corporation Depositary Shares Each Representing a 1/1000th Interest in a Share of Series E Non-Cumulative Perpetual Preferred Stock,73124.0
NTSK,Netskope Inc. Class A Common Stock,2063196.0
