ticker,company,cik
COCH,Envoy Medical Inc. Class A Common Stock,1840877.0
COCO,The Vita Coco Company Inc. Common Stock,1482981.0
COCP,Cocrystal Pharma Inc. Common Stock,1412486.0
CODA,Coda Octopus Group Inc. Common stock,1334325.0
COEP,Coeptis Therapeutics Holdings Inc. Common Stock,1759186.0
COEPW,Coeptis Therapeutics Holdings Inc. Warrants,1759186.0
COFS,ChoiceOne Financial Services Inc. Common Stock,803164.0
COGT,Cogent Biosciences Inc. Common Stock,1622229.0
COHU,Cohu Inc. Common Stock,21535.0
COIN,Coinbase Global Inc. Class A Common Stock,1679788.0
COKE,Coca-Cola Consolidated Inc. Common Stock,317540.0
COLA,Columbus Acquisition Corp Ordinary Shares,2028201.0
COLAR,Columbus Acquisition Corp Rights,2028201.0
COLAU,Columbus Acquisition Corp Unit,2028201.0
COLB,Columbia Banking System Inc. Common Stock,887343.0
COLL,Collegium Pharmaceutical Inc. Common Stock,1267565.0
COLM,Columbia Sportswear Company Common Stock,1050797.0
COO,The Cooper Companies Inc. Common Stock,711404.0
COOT,Australian Oilseeds Holdings Limited Ordinary Shares,1959994.0
COOTW,Australian Oilseeds Holdings Limited Warrant,1959994.0
CORT,Corcept Therapeutics Incorporated Common Stock,1088856.0
CORZ,Core Scientific Inc. Common Stock,1839341.0
CORZW,Core Scientific Inc. Tranche 1 Warrants,1839341.0
CORZZ,Core Scientific Inc. Tranche 2 Warrants,1839341.0
COSM,Cosmos Health Inc. Common Stock,1474167.0
COST,Costco Wholesale Corporation Common Stock,909832.0
COYA,Coya Therapeutics Inc. Common Stock,1835022.0
CPB,The Campbell's Company Common Stock,16732.0
CPBI,Central Plains Bancshares Inc. Common Stock,1979332.0
CPHC,Canterbury Park Holding Corporation 'New' Common Stock,1672909.0
CPIX,Cumberland Pharmaceuticals Inc. Common Stock,1087294.0
CPOP,Pop Culture Group Co. Ltd Class A Ordinary Shares,1807389.0
CPRT,Copart Inc. (DE) Common Stock,900075.0
CPRX,Catalyst Pharmaceuticals Inc. Common Stock,1369568.0
CPSH,CPS Technologies Corp. Common Stock,814676.0
CPSS,Consumer Portfolio Services Inc. Common Stock,889609.0
CPZ,Calamos Long/Short Equity & Dynamic Income Trust Common Stock,1717457.0
CRAC,Crown Reserve Acquisition Corp. I Class A Ordinary Shares,2070887.0
CRACR,Crown Reserve Acquisition Corp. I Rights,2070887.0
CRACU,Crown Reserve Acquisition Corp. I Unit,2070887.0
CRAI,CRA International Inc. Common Stock,1053706.0
CRAN,Crane Harbor Acquisition Corp. II Class A Ordinary Shares,2081358.0
CRANR,Crane Harbor Acquisition Corp. II Rights,2081358.0
CRANU,Crane Harbor Acquisition Corp. II Units,2081358.0
CRAQ,Cal Redwood Acquisition Corp. Class A Ordinary Shares,2058359.0
CRAQR,Cal Redwood Acquisition Corp. Right,2058359.0
CRBP,Corbus Pharmaceuticals Holdings Inc. Common Stock,1595097.0
CRBU,Caribou Biosciences Inc. Common Stock,1619856.0
CRCT,Cricut Inc. Class A Common Stock,1828962.0
CRDF,Cardiff Oncology Inc. Common Stock,1213037.0
CRDL,Cardiol Therapeutics Inc. Class A Common Shares,1702123.0
CRDO,Credo Technology Group Holding Ltd Ordinary Shares,1807794.0
CRE,Cre8 Enterprise Limited Class A Ordinary Shares,2003977.0
CREG,Smart Powerr Corp. Common Stock,721693.0
CRESW,Cresud S.A.C.I.F. y A. Warrant,1034957.0
CRESY,Cresud S.A.C.I.F. y A. American Depositary Shares,1034957.0
CREX,Creative Realities Inc. Common Stock,1356093.0
CRGO,Freightos Limited Ordinary shares,1927719.0
CRGOW,Freightos Limited Warrants,1927719.0
CRIS,Curis Inc. Common Stock,1108205.0
CRMD,CorMedix Inc. Common Stock,1410098.0
CRML,Critical Metals Corp. Ordinary Shares,1951089.0
CRMLW,Critical Metals Corp. Warrants,1951089.0
CRMT,America's Car-Mart Inc Common Stock,799850.0
CRNC,Cerence Inc. Common Stock,1768267.0
CRNT,Ceragon Networks Ltd. Ordinary Shares,1119769.0
CRNX,Crinetics Pharmaceuticals Inc. Common Stock,1658247.0
CRON,Cronos Group Inc. Common Share,1656472.0
CROX,Crocs Inc. Common Stock,1334036.0
CRSP,CRISPR Therapeutics AG Common Shares,1674416.0
CRSR,Corsair Gaming Inc. Common Stock,1743759.0
CRTO,Criteo S.A. American Depositary Shares,1576427.0
CRUS,Cirrus Logic Inc. Common Stock,772406.0
CRVL,CorVel Corp. Common Stock,874866.0
CRVO,CervoMed Inc. Common Stock,1053691.0
CRVS,Corvus Pharmaceuticals Inc. Common Stock,1626971.0
CRWD,CrowdStrike Holdings Inc. Class A Common Stock,1535527.0
CRWS,Crown Crafts Inc Common Stock,25895.0
CRWV,CoreWeave Inc. Class A Common Stock,1769628.0
CSAI,Cloudastructure Inc. Class A Common Stock,1709628.0
CSBR,Champions Oncology Inc. Common Stock,771856.0
CSCO,Cisco Systems Inc. Common Stock (DE),858877.0
CSGP,CoStar Group Inc. Common Stock,1057352.0
CSGS,CSG Systems International Inc. Common Stock,1005757.0
CSIQ,Canadian Solar Inc. Common Shares (ON),1375877.0
CSPI,CSP Inc. Common Stock,356037.0
CSQ,Calamos Strategic Total Return Common Stock,1275214.0
CSTE,Caesarstone Ltd. Ordinary Shares,1504379.0
CSTL,Castle Biosciences Inc. Common Stock,1447362.0
CSWC,Capital Southwest Corporation Common Stock,17313.0
CSX,CSX Corporation Common Stock,277948.0
CTAAU,ClearThink 1 Acquisition Corp. Units,2094073.0
CTAS,Cintas Corporation Common Stock,723254.0
CTBI,Community Trust Bancorp Inc. Common Stock,350852.0
CTKB,Cytek Biosciences Inc. Common Stock,1831915.0
CTLP,Cantaloupe Inc. Common Stock,896429.0
CTMX,CytomX Therapeutics Inc. Common Stock,1501989.0
CTNM,Contineum Therapeutics Inc. Class A Common Stock,1855175.0
CTNT,Cheetah Net Supply Chain Service Inc Class A Common Stock,1951667.0
CTOR,Citius Oncology Inc. Common Stock,1851484.0
CTRM,Castor Maritime Inc. Common Shares,1720161.0
CTRN,Citi Trends Inc. Common Stock,1318484.0
CTSH,Cognizant Technology Solutions Corporation Class A Common Stock,1058290.0
CTSO,Cytosorbents Corporation Common Stock,1175151.0
CTW,CTW Cayman Class A Ordinary Shares,2047148.0
CTXR,Citius Pharmaceuticals Inc. Common Stock,1506251.0
CUB,Lionheart Holdings Class A Ordinary Shares,2015955.0
CUBWU,Lionheart Holdings Unit,2015955.0
CUBWW,Lionheart Holdings Warrant,2015955.0
CUE,Cue Biopharma Inc. Common Stock,1645460.0
CULP,Culp Inc. Common Stock,723603.0
CUPR,Cuprina Holdings (Cayman) Limited Class A Ordinary Shares,1995704.0
CURI,CuriosityStream Inc. Class A Common Stock,1776909.0
CURR,Currenc Group Inc. Ordinary Shares,1862935.0
CURX,Curanex Pharmaceuticals Inc Common Stock,2025942.0
CV,CapsoVision Inc. Common Stock,1378325.0
CVBF,CVB Financial Corporation Common Stock,354647.0
CVCO,Cavco Industries Inc. Common Stock When Issued,278166.0
CVGI,Commercial Vehicle Group Inc. Common Stock,1290900.0
CVGW,Calavo Growers Inc. Common Stock,1133470.0
CVKD,Cadrenal Therapeutics Inc. Common Stock,1937993.0
CVLT,Commvault Systems Inc. Common Stock,1169561.0
CVRX,CVRx Inc. Common Stock,1235912.0
CVV,CVD Equipment Corporation Common Stock,766792.0
CWBC,Community West Bancshares Common Stock,1127371.0
CWCO,Consolidated Water Co. Ltd. Ordinary Shares,928340.0
CWD,CaliberCos Inc. Class A Common Stock,1627282.0
CWST,Casella Waste Systems Inc. Class A Common Stock,911177.0
CXAI,CXApp Inc. Class A Common Stock,1820875.0
CXAIW,CXApp Inc. Warrant,1820875.0
CXDO,Crexendo Inc. Common Stock,1075736.0
CYCN,Cyclerion Therapeutics Inc. Common Stock,1755237.0
CYCU,Cycurion Inc. Common Stock,1868419.0
CYCUW,Cycurion Inc. Warrant,1868419.0
CYN,Cyngn Inc. Common Stock,1874097.0
CYPH,Cypherpunk Technologies Inc. Common Stock,1509745.0
CYRX,CryoPort Inc. Common Stock,1124524.0
CYTK,Cytokinetics Incorporated Common Stock,1061983.0
CZFS,Citizens Financial Services Inc. Common Stock,739421.0
CZNC,Citizens & Northern Corp Common Stock,810958.0
CZR,Caesars Entertainment Inc. Common Stock,1590895.0
CZWI,Citizens Community Bancorp Inc. Common Stock,1367859.0
DAAQ,Digital Asset Acquisition Corp. Class A Ordinary shares,2052162.0
DAAQW,Digital Asset Acquisition Corp. Warrant,2052162.0
DAIC,CID HoldCo Inc. Common Stock,2033770.0
DAICW,CID HoldCo Inc. Warrants,2033770.0
DAIO,Data I/O Corporation Common Stock,351998.0
DAKT,Daktronics Inc. Common Stock,915779.0
DARE,Dare Bioscience Inc. Common Stock,1401914.0
DASH,DoorDash Inc. Class A Common Stock,1792789.0
DAVE,Dave Inc. Class A Common Stock,1841408.0
DAVEW,Dave Inc. Warrants,1841408.0
DAWN,Day One Biopharmaceuticals Inc. Common Stock,1845337.0
DBCA,D. Boral Acquisition I Corp. Class A Ordinary Shares,2095161.0
DBCAU,D. Boral Acquisition I Corp. Unit,2095161.0
DBCAW,D. Boral Acquisition I Corp. Warrants,2095161.0
DBGI,Digital Brands Group Inc. Common Stock,1668010.0
DBVT,DBV Technologies S.A. American Depositary Shares,1613780.0
DBX,Dropbox Inc. Class A Common Stock,1467623.0
DCBO,Docebo Inc. Common Shares,1829959.0
DCGO,DocGo Inc. Common Stock,1822359.0
DCOM,Dime Community Bancshares Inc. Common Stock,846617.0
DCOMG,Dime Community Bancshares Inc. 9.000% Fixed-to-Floating Rate Subordinated Notes due 2034,846617.0
DCOMP,Dime Community Bancshares Inc. Fixed-Rate Non-Cumulative Perpetual Preferred Stock Series A,846617.0
DCOY,Decoy Therapeutics Inc. Common Stock,1615219.0
DCTH,Delcath Systems Inc. Common Stock,872912.0
DCX,Digital Currency X Technology Inc. Class A Ordinary Shares,1957413.0
DDI,DoubleDown Interactive Co. Ltd. American Depository Shares,1799567.0
DDOG,Datadog Inc. Class A Common Stock,1561550.0
DEFT,Defi Technologies Inc. Common Stock,1888274.0
DERM,Journey Medical Corporation Common Stock,1867066.0
DEVS,DevvStream Corp. Common Stock,1854480.0
DFDV,DeFi Development Corp. Common Stock,1805526.0
DFDVW,DeFi Development Corp. Warrant,1805526.0
DFLI,Dragonfly Energy Holdings Corp. Common Stock (NV),1847986.0
DFLIW,Dragonfly Energy Holdings Corp. Warrant,1847986.0
DFNS,T3 Defense Inc. Common Stock,1787518.0
DFNSW,T3 Defense Inc. Warrants,1787518.0
DFSC,DEFSEC Technologies Inc. Common Stock,1889823.0
DFSCW,DEFSEC Technologies Inc. Warrant,1889823.0
DFTX,Definium Therapeutics Inc. Common Shares,1813814.0
DGICA,Donegal Group Inc. Class A Common Stock,800457.0
DGICB,Donegal Group Inc. Class B Common Stock,800457.0
DGII,Digi International Inc. Common Stock,854775.0
DGNX,Diginex Limited Ordinary Shares,2010499.0
DGXX,Digi Power X Inc. Subordinate Voting Shares,1854368.0
DH,Definitive Healthcare Corp. Class A Common Stock,1861795.0
DHC,Diversified Healthcare Trust Common Shares of Beneficial Interest,1075415.0
DHCNI,Diversified Healthcare Trust 5.625% Senior Notes due 2042,1075415.0
DHCNL,Diversified Healthcare Trust 6.25% Senior Notes Due 2046,1075415.0
DHIL,Diamond Hill Investment Group Inc. Class A Common Stock,909108.0
DIBS,1stdibs.com Inc. Common Stock,1600641.0
DIOD,Diodes Incorporated Common Stock,29002.0
DJCO,Daily Journal Corp. (S.C.) Common Stock,783412.0
DJT,Trump Media & Technology Group Corp. Common Stock,1849635.0
DJTWW,Trump Media & Technology Group Corp. Warrants,1849635.0
DKI,DarkIris Inc. Class A Ordinary Shares,2058584.0
DKNG,DraftKings Inc. Class A Common Stock,1883685.0
DLHC,DLH Holdings Corp.,785557.0
DLO,DLocal Limited Class A Common Shares,1846832.0
DLPN,Dolphin Entertainment Inc. Common Stock,1282224.0
DLTH,Duluth Holdings Inc. Class B Common Stock,1649744.0
DLTR,Dollar Tree Inc. Common Stock,935703.0
DLXY,Delixy Holdings Limited Ordinary Shares,2025218.0
DMAA,Drugs Made In America Acquisition Corp. Ordinary Shares,2028614.0
DMAAR,Drugs Made In America Acquisition Corp. Rights,2028614.0
DMAC,DiaMedica Therapeutics Inc. Common Stock,1401040.0
DMII,Drugs Made In America Acquisition II Corp. Ordinary Shares,2040475.0
DMIIR,Drugs Made In America Acquisition II Corp. Right,2040475.0
DMIIU,Drugs Made In America Acquisition II Corp. Unit,2040475.0
DMLP,Dorchester Minerals L.P. Common Units Representing Limited Partnership Interests,1172358.0
DMRC,Digimarc Corporation Common Stock,1438231.0
DNLI,Denali Therapeutics Inc. Common Stock,1714899.0
DNMX,Dynamix Corporation III Class A Ordinary Shares,2081125.0
DNMXU,Dynamix Corporation III Unit,2081125.0
DNMXW,Dynamix Corporation III Warrants,2081125.0
DNTH,Dianthus Therapeutics Inc. Common Stock,1690585.0
DNUT,Krispy Kreme Inc. Common Stock,1857154.0
DOCU,DocuSign Inc. Common Stock,1261333.0
DOGZ,Dogness (International) Corporation Class A Common Stock,1707303.0
DOMH,Dominari Holdings Inc. Common Stock,12239.0
DOMO,Domo Inc. Class B Common Stock,1505952.0
DOO,BRP Inc. Common Subordinate Voting Shares,1748797.0
DORM,Dorman Products Inc. Common Stock,868780.0
DOX,Amdocs Limited Ordinary Shares,1062579.0
DOYU,DouYu International Holdings Limited ADS,1762417.0
DPRO,Draganfly Inc. Common Shares,1786286.0
DPZ,Domino's Pizza Inc Common Stock,1286681.0
DRCT,Direct Digital Holdings Inc. Class A Common Stock,1880613.0
DRDB,Roman DBDR Acquisition Corp. II Ordinary shares,2032528.0
DRDBU,Roman DBDR Acquisition Corp. II Unit,2032528.0
DRDBW,Roman DBDR Acquisition Corp. II Warrants,2032528.0
DRH,Diamondrock Hospitality Company Common Stock,1298946.0
DRIO,DarioHealth Corp. Common Stock,1533998.0
DRMA,Dermata Therapeutics Inc. Common Stock,1853816.0
DRMAW,Dermata Therapeutics Inc. Warrant,1853816.0
DRS,Leonardo DRS Inc. Common Stock,1833756.0
DRTS,Alpha Tau Medical Ltd. Ordinary Shares,1871321.0
DRTSW,Alpha Tau Medical Ltd. Warrant,1871321.0
DRUG,Bright Minds Biosciences Inc. Common Stock,1827401.0
DRVN,Driven Brands Holdings Inc. Common Stock,1804745.0
DSAC,Daedalus Special Acquisition Corp. Class A Ordinary Shares,2082149.0
DSACU,Daedalus Special Acquisition Corp. Unit,2082149.0
DSGN,Design Therapeutics Inc. Common Stock,1807120.0
DSGR,Distribution Solutions Group Inc. Common Stock,703604.0
DSGX,Descartes Systems Group Inc. (The) Common Stock,1050140.0
DSP,Viant Technology Inc. Class A Common Stock,1828791.0
DSWL,Deswell Industries Inc. Common Shares,946936.0
DSY,Big Tree Cloud Holdings Limited Class A Ordinary Shares,1999297.0
DSYWW,Big Tree Cloud Holdings Limited Warrants,1999297.0
DTCK,Davis Commodities Limited Class A Ordinary Shares,1949478.0
DTCX,Datacentrex Inc. Common Stock,1853825.0
DTI,Drilling Tools International Corporation Common Stock,1884516.0
DTIL,Precision BioSciences Inc. Common Stock,1357874.0
DTSQ,DT Cloud Star Acquisition Corporation Ordinary Shares,2017950.0
DTSQR,DT Cloud Star Acquisition Corporation Right,2017950.0
DTSS,Datasea Inc. Common Stock,1631282.0
DTST,Data Storage Corporation Common Stock,1419951.0
DTSTW,Data Storage Corporation Warrant,1419951.0
DUO,Fangdd Network Group Ltd. Class A Ordinary Shares,1750593.0
DUOL,Duolingo Inc. Class A Common Stock,1562088.0
DUOT,Duos Technologies Group Inc. Common Stock,1396536.0
DVLT,Datavault AI Inc. Common Stock,1682149.0
DWSN,Dawson Geophysical Company Common Stock,799165.0
DWTX,Dogwood Therapeutics Inc. Common Stock,1818844.0
DXCM,DexCom Inc. Common Stock,1093557.0
DXLG,Destination XL Group Inc. Common Stock,813298.0
DXPE,DXP Enterprises Inc. Common Stock,1020710.0
DXR,Daxor Corporation Common Stock,27367.0
DXST,Decent Holding Inc Class A Ordinary Shares,1958133.0
DYAI,Dyadic International Inc. Common Stock,1213809.0
DYN,Dyne Therapeutics Inc. Common Stock,1818794.0
DYOR,Insight Digital Partners II Class A Ordinary Shares,2079292.0
DYORW,Insight Digital Partners II Warrants,2079292.0
EA,Electronic Arts Inc. Common Stock,712515.0
EBAY,eBay Inc. Common Stock,1065088.0
EBC,Eastern Bankshares Inc. Common Stock,1810546.0
EBMT,Eagle Bancorp Montana Inc. Common Stock,1478454.0
EBON,Ebang International Holdings Inc. Class A Ordinary Shares,1799290.0
ECBK,ECB Bancorp Inc. Common Stock,1914605.0
ECOR,electroCore Inc. Common Stock,1560258.0
ECPG,Encore Capital Group Inc Common Stock,1084961.0
ECX,ECARX Holdings Inc. Class A Ordinary shares,1861974.0
ECXWW,ECARX Holdings Inc. Warrants,1861974.0
EDAP,EDAP TMS S.A. American Depositary Shares,1041934.0
EDBL,Edible Garden AG Incorporated Common Stock,1809750.0
EDBLW,Edible Garden AG Incorporated Warrant,1809750.0
EDHL,Everbright Digital Holding Limited Ordinary Shares,2024876.0
EDIT,Editas Medicine Inc. Common Stock,1650664.0
EDRY,EuroDry Ltd. Common Shares,1731388.0
EDSA,Edesa Biotech Inc. Common Shares,1540159.0
EDTK,Skillful Craftsman Education Technology Limited Ordinary Share,1782309.0
EDUC,Educational Development Corporation Common Stock,31667.0
EEFT,Euronet Worldwide Inc. Common Stock,1029199.0
EEIQ,EpicQuest Education Group International Limited Common Stock,1781397.0
EFOI,Energy Focus Inc. Common Stock,924168.0
EFSC,Enterprise Financial Services Corporation Common Stock,1025835.0
EFSCP,Enterprise Financial Services Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of 5% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series A,1025835.0
EFSI,Eagle Financial Services Inc Common Stock,880641.0
EGAN,eGain Corporation Common Stock,1066194.0
EGBN,Eagle Bancorp Inc. Common Stock,1050441.0
EH,EHang Holdings Limited ADS,1759783.0
EHGO,Eshallgo Inc. Class A Ordinary Shares,1879754.0
EHLD,Euroholdings Ltd. Common Stock,2032779.0
EHTH,eHealth Inc. Common Stock,1333493.0
EIKN,Eikon Therapeutics Inc. Common Stock,1861123.0
EJH,E-Home Household Service Holdings Limited Ordinary Shares,1769768.0
EKSO,Ekso Bionics Holdings Inc. Common Stock,1549084.0
ELAB,PMGC Holdings Inc. Common Stock,1840563.0
ELBM,Electra Battery Materials Corporation Common Stock,1907184.0
ELDN,Eledon Pharmaceuticals Inc. Common Stock,1404281.0
ELE,Elemental Royalty Corporation Common Stock,2086771.0
ELOG,Eastern International Ltd. Ordinary Shares,2013320.0
ELPW,Elong Power Holding Limited Class A Ordinary Shares,2015691.0
ELSE,Electro-Sensors Inc. Common Stock,351789.0
ELTK,Eltek Ltd. Ordinary Shares,1024672.0
ELTX,Elicio Therapeutics Inc. Common Stock,1601485.0
ELUT,Elutia Inc. Class A Common Stock,1708527.0
ELVA,Electrovaya Inc. Common Shares,1844450.0
ELVN,Enliven Therapeutics Inc. Common Stock,1672619.0
ELVR,Elevra Lithium Limited American Depository Shares,1739016.0
ELWT,Elauwit Connection Inc. Common Stock,2063863.0
EM,Smart Share Global Limited American Depositary Shares,1834253.0
EMAT,Evolution Metals & Technologies Corp. Common Stock,1866226.0
EMBC,Embecta Corp. Common Stock,1872789.0
EMISR,Emmis Acquisition Corp. Rights,2075816.0
EML,Eastern Company (The) Common Stock,31107.0
EMPD,Empery Digital Inc. Common stock,1829794.0
ENGN,enGene Holdings Inc. Common Stock,1980845.0
ENGNW,enGene Holdings Inc. Warrants,1980845.0
ENGS,Energys Group Limited Ordinary Shares,1971828.0
ENLT,Enlight Renewable Energy Ltd. Ordinary Shares,1922641.0
ENLV,Enlivex Ltd. Ordinary Shares,1596812.0
ENPH,Enphase Energy Inc. Common Stock,1463101.0
ENSC,Ensysce Biosciences Inc. Common Stock,1716947.0
ENSG,The Ensign Group Inc. Common Stock,1125376.0
ENTA,Enanta Pharmaceuticals Inc. Common Stock,1177648.0
ENTG,Entegris Inc. Common Stock,1101302.0
ENTX,Entera Bio Ltd. Ordinary Shares,1638097.0
ENVB,Enveric Biosciences Inc. Common Stock,890821.0
ENVX,Enovix Corporation Common Stock,1828318.0
EOLS,Evolus Inc. Common Stock,1570562.0
EOSE,Eos Energy Enterprises Inc. Class A Common Stock,1805077.0
EPOW,E-Power Inc. Class A Ordinary Shares,1780731.0
EPRX,Eupraxia Pharmaceuticals Inc. Common Stock,1581178.0
EPSM,Epsium Enterprise Limited Class A Ordinary Shares,1883437.0
EPSN,Epsilon Energy Ltd. Common Share,1726126.0
EQ,Equillium Inc. Common Stock,1746466.0
EQIX,Equinix Inc. Common Stock REIT,1101239.0
EQPT,EquipmentShare.com Inc Class A Common Stock,1693736.0
ERAS,Erasca Inc. Common Stock,1761918.0
ERIC,Ericsson American Depositary Shares,717826.0
ERIE,Erie Indemnity Company Class A Common Stock,922621.0
ERII,Energy Recovery Inc. Common Stock,1421517.0
ERNA,Ernexa Therapeutics Inc. Common Stock,748592.0
ERNAW,Ernexa Therapeutics Inc. Warrants,748592.0
ESCA,Escalade Incorporated Common Stock,33488.0
ESEA,Euroseas Ltd. Common Stock (Marshall Islands),1341170.0
ESGL,ESGL Holdings Limited Ordinary Shares,1957538.0
ESGLW,ESGL Holdings Limited Warrants,1957538.0
ESHA,ESH Acquisition Corp. Class A Common Stock,1918661.0
ESHAR,ESH Acquisition Corp. Right,1918661.0
ESLA,Estrella Immunopharma Inc. Common Stock,1844417.0
ESLT,Elbit Systems Ltd. Ordinary Shares,1027664.0
ESOA,Energy Services of America Corporation Common Stock,1357971.0
ESPR,Esperion Therapeutics Inc. Common Stock,1434868.0
ESQ,Esquire Financial Holdings Inc. Common Stock,1531031.0
ESTA,Establishment Labs Holdings Inc. Common Shares,1688757.0
ETHM,Dynamix Corporation Class A Ordinary Shares,2028699.0
ETHMW,Dynamix Corporation Warrant,2028699.0
ETON,Eton Pharmaceuticals Inc. Common Stock,1710340.0
ETOR,eToro Group Ltd. Class A Common Shares,1493318.0
ETS,Elite Express Holding Inc. Class A Common Stock,2053641.0
EU,enCore Energy Corp. Common Shares,1500881.0
EUDA,EUDA Health Holdings Limited Ordinary Shares,1847846.0
EUDAW,EUDA Health Holdings Limited Warrant,1847846.0
EURK,Eureka Acquisition Corp Class A Ordinary Share,2000410.0
EURKR,Eureka Acquisition Corp Right,2000410.0
EVAX,Evaxion A/S American Depositary Share,1828253.0
EVCM,EverCommerce Inc. Common Stock,1853145.0
EVER,EverQuote Inc. Class A Common Stock,1640428.0
EVGN,Evogene Ltd Ordinary Shares,1574565.0
EVGO,EVgo Inc. Class A Common Stock,1821159.0
EVGOW,EVgo Inc. Warrants,1821159.0
EVLV,Evolv Technologies Holdings Inc. Class A Common Stock,1805385.0
EVLVW,Evolv Technologies Holdings Inc. Warrant,1805385.0
EVO,Evotec SE American Depositary Shares,1412558.0
EVOX,Evolution Global Acquisition Corp Class A Ordinary Shares,2077954.0
EVOXU,Evolution Global Acquisition Corp Units,2077954.0
EVOXW,Evolution Global Acquisition Corp Warrants,2077954.0
EVRG,Evergy Inc. Common Stock,1711269.0
EVTV,Envirotech Vehicles Inc. Common Stock,1563568.0
EWBC,East West Bancorp Inc. Common Stock,1069157.0
EWCZ,European Wax Center Inc. Class A Common Stock,1856236.0
EWTX,Edgewise Therapeutics Inc. Common Stock,1710072.0
EXAS,Exact Sciences Corporation Common Stock,1124140.0
EXC,Exelon Corporation Common Stock,1109357.0
EXE,Expand Energy Corporation Common Stock,895126.0
EXEL,Exelixis Inc. Common Stock,939767.0
EXFY,Expensify Inc. Class A Common Stock,1476840.0
EXLS,ExlService Holdings Inc. Common Stock,1297989.0
EXOZ,eXoZymes Inc. Common Stock,2010788.0
EXPE,Expedia Group Inc. Common Stock,1324424.0
EXPI,eXp World Holdings Inc. Common Stock,1495932.0
EXPO,Exponent Inc. Common Stock,851520.0
EXTR,Extreme Networks Inc. Common Stock,1078271.0
EYE,National Vision Holdings Inc. Common Stock,1710155.0
EYPT,EyePoint Inc. Common Stock,1314102.0
EZGO,EZGO Technologies Ltd. Ordinary Shares,1806904.0
EZPW,EZCORP Inc. Class A Non Voting Common Stock,876523.0
EZRA,Reliance Global Group Inc. Common Stock,1812727.0
FA,First Advantage Corporation Common Stock,1210677.0
FACT,FACT II Acquisition Corp. Class A Ordinary Shares,2028935.0
FACTU,FACT II Acquisition Corp. Unit,2028935.0
FACTW,FACT II Acquisition Corp. Warrant,2028935.0
FAMI,Farmmi Inc. Class A Ordinary Shares,1701261.0
FANG,Diamondback Energy Inc. Common Stock,1539838.0
FARM,Farmer Brothers Company Common Stock,34563.0
FAST,Fastenal Company Common Stock,815556.0
FATE,Fate Therapeutics Inc. Common Stock,1434316.0
FATN,FatPipe Inc. Common Stock,1993400.0
FBGL,FBS Global Limited Ordinary Shares,1938534.0
FBIO,Fortress Biotech Inc. Common Stock,1429260.0
FBIOP,Fortress Biotech Inc. 9.375% Series A Cumulative Redeemable Perpetual Preferred Stock,1429260.0
FBIZ,First Business Financial Services Inc. Common Stock,1521951.0
FBLA,FB Bancorp Inc. Common Stock,2013639.0
FBLG,FibroBiologics Inc. Common Stock,1958777.0
FBNC,First Bancorp Common Stock,811589.0
FBRX,Forte Biosciences Inc. Common Stock,1419041.0
FBYD,Falcon's Beyond Global Inc. Class A Common Stock,1937987.0
FBYDW,Falcon's Beyond Global Inc. Warrants,1937987.0
FCAP,First Capital Inc. Common Stock,1070296.0
FCBC,First Community Bankshares Inc. (VA) Common Stock,859070.0
FCCO,First Community Corporation Common Stock,932781.0
FCEL,FuelCell Energy Inc. Common Stock,886128.0
FCFS,FirstCash Holdings Inc. Common Stock,840489.0
FCHL,Fitness Champs Holdings Limited Common Stock,2023796.0
FCNCA,First Citizens BancShares Inc. Class A Common Stock,798941.0
FCNCN,First Citizens BancShares Inc. Depositary Shares each representing a 1/40th interest in a share of 6.625% Non-Cumulative Perpetual Preferred Stock Series E,798941.0
FCNCO,First Citizens BancShares Inc. 5.625% Non-Cumulative Perpetual Preferred Stock Series C,798941.0
FCNCP,First Citizens BancShares Inc. Depositary Shares,798941.0
FCUV,Focus Universal Inc. Common Stock,1590418.0
FDBC,Fidelity D & D Bancorp Inc. Common Stock,1098151.0
FDMT,4D Molecular Therapeutics Inc. Common Stock,1650648.0
FDSB,Fifth District Bancorp Inc. Common Stock,2012726.0
FDUS,Fidus Investment Corporation Common Stock,1513363.0
FEAM,5E Advanced Materials Inc. Common Stock,1888654.0
FEBO,Fenbo Holdings Limited Class A Ordinary Shares,1957001.0
FEED,ENvue Medical Inc. Common Stock,1326706.0
FEIM,Frequency Electronics Inc. Common Stock,39020.0
FELE,Franklin Electric Co. Inc. Common Stock,38725.0
FEMY,Femasys Inc. Common Stock,1339005.0
FENC,Fennec Pharmaceuticals Inc. Common Stock,1211583.0
FER,Ferrovial SE Ordinary Shares,1468522.0
FERA,Fifth Era Acquisition Corp I Class A Ordinary Shares,2025401.0
FERAR,Fifth Era Acquisition Corp I Rights,2025401.0
FERAU,Fifth Era Acquisition Corp I Units,2025401.0
FFAI,Faraday Future Intelligent Electric Inc. Class A Common Stock,1805521.0
FFAIW,Faraday Future Intelligent Electric Inc. Warrant,1805521.0
FFBC,First Financial Bancorp. Common Stock,708955.0
FFIC,Flushing Financial Corporation Common Stock,923139.0
FFIN,First Financial Bankshares Inc. Common Stock,36029.0
FFIV,F5 Inc. Common Stock,1048695.0
FGBI,First Guaranty Bancshares Inc. Common Stock,1408534.0
